SPK_00001373_000	UTT_00020955	0.170936
SPK_00001373_000	UTT_00026197	0.098147
SPK_00001373_000	UTT_00031440	0.238049
SPK_00001373_000	UTT_00033625	0.183999
SPK_00001373_000	UTT_00034848	0.213860
SPK_00001373_000	UTT_00037832	0.324675
SPK_00001373_000	UTT_00041985	0.149085
SPK_00001373_000	UTT_00048827	0.208015
SPK_00001373_000	UTT_00052448	0.210294
SPK_00001373_000	UTT_00056870	0.344128
SPK_00001373_000	UTT_00062134	0.387975
SPK_00001373_000	UTT_00080658	0.081030
SPK_00001373_000	UTT_00082799	0.272697
SPK_00001373_000	UTT_00086586	0.314702
SPK_00001373_000	UTT_00087717	0.155414
SPK_00001373_000	UTT_00101400	0.376606
SPK_00001373_000	UTT_00107720	0.131945
SPK_00001373_000	UTT_00114364	0.159050
SPK_00001373_000	UTT_00116095	0.241344
SPK_00001373_000	UTT_00126521	0.229468
SPK_00001373_000	UTT_00145343	0.170082
SPK_00001373_000	UTT_00146346	0.192602
SPK_00001373_000	UTT_00155954	0.296059
SPK_00001373_000	UTT_00161692	0.134747
SPK_00001373_000	UTT_00162559	0.117851
SPK_00001373_000	UTT_00167483	0.236459
SPK_00001373_000	UTT_00175212	0.372145
SPK_00001373_000	UTT_00177039	0.149793
SPK_00001373_000	UTT_00181637	0.133144
SPK_00001373_000	UTT_00184056	0.090107
SPK_00001373_000	UTT_00189631	0.180788
SPK_00001373_000	UTT_00191011	0.272270
SPK_00001373_000	UTT_00191492	0.328609
SPK_00001373_000	UTT_00192209	0.196101
SPK_00001373_000	UTT_00196772	0.312378
SPK_00001373_000	UTT_00214523	0.222012
SPK_00001373_000	UTT_00222683	0.197786
SPK_00001373_000	UTT_00224029	0.349486
SPK_00001373_000	UTT_00233501	0.197962
SPK_00001373_000	UTT_00234980	0.253730
SPK_00001373_000	UTT_00241073	0.178337
SPK_00001373_000	UTT_00242948	0.170710
SPK_00001373_000	UTT_00245848	0.382995
SPK_00001373_000	UTT_00256674	0.316135
SPK_00001373_000	UTT_00264556	0.079858
SPK_00001373_000	UTT_00267796	0.226446
SPK_00001373_000	UTT_00278723	0.255993
SPK_00001373_000	UTT_00284876	0.161573
SPK_00001373_000	UTT_00287600	0.265211
SPK_00001373_000	UTT_00298128	0.168107
SPK_00001373_000	UTT_00306048	0.079583
SPK_00001373_000	UTT_00309733	0.289581
SPK_00001373_000	UTT_00313209	0.335681
SPK_00001373_000	UTT_00319155	0.076305
SPK_00001373_000	UTT_00327264	0.143603
SPK_00001373_000	UTT_00360096	0.076631
SPK_00001373_000	UTT_00367338	0.283239
SPK_00001373_000	UTT_00370538	0.215082
SPK_00001373_000	UTT_00371953	0.378858
SPK_00001373_000	UTT_00372366	0.111849
SPK_00001373_000	UTT_00375793	0.214735
SPK_00001373_000	UTT_00384117	0.141431
SPK_00001373_000	UTT_00389233	0.124298
SPK_00001373_000	UTT_00393051	0.183359
SPK_00001373_000	UTT_00396364	0.325284
SPK_00001373_000	UTT_00398757	0.188368
SPK_00001373_000	UTT_00402520	0.133481
SPK_00001373_000	UTT_00409801	0.356141
SPK_00001373_000	UTT_00412968	0.145540
SPK_00001373_000	UTT_00413180	0.140489
SPK_00001373_000	UTT_00413561	0.181046
SPK_00001373_000	UTT_00416618	0.168882
SPK_00001373_000	UTT_00424873	0.184887
SPK_00001373_000	UTT_00446596	0.357295
SPK_00001373_000	UTT_00448813	0.163383
SPK_00001373_000	UTT_00449216	0.121047
SPK_00001373_000	UTT_00455517	0.272779
SPK_00001373_000	UTT_00459736	0.355370
SPK_00001373_000	UTT_00465085	0.062351
SPK_00001373_000	UTT_00467160	0.098623
SPK_00001373_000	UTT_00468814	0.298902
SPK_00001373_000	UTT_00469904	0.204411
SPK_00001373_000	UTT_00477614	0.161282
SPK_00001373_000	UTT_00480516	0.103838
SPK_00001373_000	UTT_00480901	0.298295
SPK_00001373_000	UTT_00482084	0.207937
SPK_00001373_000	UTT_00482730	0.379304
SPK_00001373_000	UTT_00499491	0.246886
SPK_00001373_000	UTT_00503278	0.277531
SPK_00001373_000	UTT_00507483	0.150109
SPK_00001373_000	UTT_00522340	0.194332
SPK_00001373_000	UTT_00525522	0.342126
SPK_00001373_000	UTT_00527958	0.295133
SPK_00001373_000	UTT_00533224	0.279853
SPK_00001373_000	UTT_00541114	0.239935
SPK_00001373_000	UTT_00544380	0.291041
SPK_00001373_000	UTT_00545746	0.183852
SPK_00001373_000	UTT_00559272	0.373765
SPK_00001373_000	UTT_00561571	0.209814
SPK_00001373_000	UTT_00567231	0.250876
SPK_00001373_000	UTT_00582805	0.066695
SPK_00001373_000	UTT_00586623	0.404034
SPK_00001373_000	UTT_00590820	0.177126
SPK_00001373_000	UTT_00591578	0.077501
SPK_00001373_000	UTT_00608390	0.206932
SPK_00001373_000	UTT_00620428	0.366276
SPK_00001373_000	UTT_00621049	0.314915
SPK_00001373_000	UTT_00623119	0.085344
SPK_00001373_000	UTT_00626162	0.218368
SPK_00001373_000	UTT_00638038	0.343389
SPK_00001373_000	UTT_00638249	0.120484
SPK_00001373_000	UTT_00651052	0.093974
SPK_00001373_000	UTT_00651634	0.144014
SPK_00001373_000	UTT_00659234	0.075493
SPK_00001373_000	UTT_00667100	0.191951
SPK_00001373_000	UTT_00667708	0.248469
SPK_00001373_000	UTT_00681772	0.137714
SPK_00001373_000	UTT_00688452	0.143958
SPK_00001373_000	UTT_00702779	0.235255
SPK_00001373_000	UTT_00716919	0.294332
SPK_00001373_000	UTT_00751075	0.322441
SPK_00001373_000	UTT_00755981	0.108919
SPK_00001373_000	UTT_00757736	0.292432
SPK_00001373_000	UTT_00762511	0.086940
SPK_00001373_000	UTT_00765716	0.072404
SPK_00001373_000	UTT_00765809	0.274431
SPK_00001373_000	UTT_00766397	0.078803
SPK_00001373_000	UTT_00770641	0.056558
SPK_00001373_000	UTT_00784554	0.106602
SPK_00001373_000	UTT_00785323	0.211659
SPK_00001373_000	UTT_00792529	0.215205
SPK_00001373_000	UTT_00801229	0.278669
SPK_00001373_000	UTT_00811481	0.195286
SPK_00001373_000	UTT_00821770	0.084813
SPK_00001373_000	UTT_00836878	0.210039
SPK_00001373_000	UTT_00855961	0.118867
SPK_00001373_000	UTT_00866438	0.271866
SPK_00001373_000	UTT_00876931	0.226532
SPK_00001373_000	UTT_00889288	0.149046
SPK_00001373_000	UTT_00902189	0.294685
SPK_00001373_000	UTT_00914836	0.050161
SPK_00001373_000	UTT_00919242	0.157113
SPK_00001373_000	UTT_00919512	0.206128
SPK_00001373_000	UTT_00929530	0.201084
SPK_00001373_000	UTT_00936117	0.075205
SPK_00001373_000	UTT_00937466	0.267348
SPK_00001373_000	UTT_00967282	0.252761
SPK_00001373_000	UTT_00968358	0.186472
SPK_00001373_000	UTT_00982988	0.214838
SPK_00001373_000	UTT_00986998	0.287650
SPK_00003791_000	UTT_00001532	0.248875
SPK_00003791_000	UTT_00003490	0.294140
SPK_00003791_000	UTT_00007155	0.212885
SPK_00003791_000	UTT_00015553	0.334740
SPK_00003791_000	UTT_00026294	0.111701
SPK_00003791_000	UTT_00031847	0.130327
SPK_00003791_000	UTT_00035910	0.110085
SPK_00003791_000	UTT_00042821	0.006891
SPK_00003791_000	UTT_00046990	0.421650
SPK_00003791_000	UTT_00047952	0.114291
SPK_00003791_000	UTT_00051280	0.137078
SPK_00003791_000	UTT_00061031	0.355556
SPK_00003791_000	UTT_00065048	0.082388
SPK_00003791_000	UTT_00067332	0.180490
SPK_00003791_000	UTT_00069697	0.292897
SPK_00003791_000	UTT_00077983	0.137055
SPK_00003791_000	UTT_00090082	0.095664
SPK_00003791_000	UTT_00091583	0.180580
SPK_00003791_000	UTT_00092514	0.177254
SPK_00003791_000	UTT_00115336	0.076842
SPK_00003791_000	UTT_00119551	0.098614
