SPK_00044224_021	TITW-KSUT_id10273_2	0.171404
SPK_00044224_045	TITW-KSUT_id10273_3	0.249762
SPK_00044224_071	TITW-KSKT_id10273_0	0.074742
SPK_00044224_107	TITW-KSUT_id10273_0	0.139920
SPK_00044224_113	TITW-KSKT_id10273_2	0.109337
SPK_00044224_121	TITW-KSUT_id10273_4	0.223674
SPK_00044224_269	TITW-KSKT_id10273_1	0.200712
SPK_00044224_384	TITW-KSKT_id10273_4	0.213420
SPK_00044224_414	TITW-KSUT_id10273_1	0.107212
SPK_00044224_458	TITW-KSKT_id10273_3	0.092671
SPK_00058708_021	TITW-KSKT_id10274_0	0.239419
SPK_00058708_021	TITW-KSUT_id10274_0	0.252768
SPK_00058708_025	TITW-KSUT_id10274_4	0.230183
SPK_00058708_038	TITW-KSKT_id10274_3	0.066187
SPK_00058708_043	TITW-KSUT_id10274_2	0.115864
SPK_00058708_045	TITW-KSUT_id10274_1	0.225965
SPK_00058708_047	TITW-KSKT_id10274_1	0.120165
SPK_00058708_049	TITW-KSUT_id10274_3	0.110224
SPK_00058708_059	TITW-KSKT_id10274_2	0.131620
SPK_00058708_079	TITW-KSKT_id10274_4	0.126058
SPK_00079046_006	TITW-KSKT_id10270_0	0.126120
SPK_00079046_009	TITW-KSKT_id10270_2	0.121174
SPK_00079046_086	TITW-KSUT_id10270_4	0.175006
SPK_00079046_147	TITW-KSUT_id10270_1	0.095819
SPK_00079046_150	TITW-KSUT_id10270_3	0.102403
SPK_00079046_163	TITW-KSKT_id10270_3	0.136298
SPK_00079046_168	TITW-KSUT_id10270_2	0.118143
SPK_00079046_181	TITW-KSKT_id10270_4	0.239754
SPK_00079046_214	TITW-KSKT_id10270_1	0.278390
SPK_00079046_229	TITW-KSUT_id10270_0	0.092844
SPK_00092370_004	TITW-KSKT_id10285_3	0.070671
SPK_00092370_031	TITW-KSKT_id10285_4	0.083252
SPK_00092370_044	TITW-KSKT_id10285_2	0.122557
SPK_00092370_053	TITW-KSUT_id10285_0	0.082871
SPK_00092370_083	TITW-KSKT_id10285_0	0.046049
SPK_00092370_090	TITW-KSUT_id10285_4	0.081779
SPK_00092370_105	TITW-KSKT_id10285_1	0.063141
SPK_00092370_152	TITW-KSUT_id10285_1	0.088015
SPK_00092370_162	TITW-KSUT_id10285_2	0.103419
SPK_00092370_186	TITW-KSUT_id10285_3	0.074285
SPK_00121556_006	TITW-KSUT_id10276_0	0.188949
SPK_00121556_011	TITW-KSKT_id10276_1	0.174524
SPK_00121556_044	TITW-KSKT_id10276_0	0.090884
SPK_00121556_146	TITW-KSKT_id10276_4	0.094333
SPK_00121556_273	TITW-KSKT_id10276_3	0.216944
SPK_00121556_304	TITW-KSUT_id10276_4	0.125049
SPK_00121556_307	TITW-KSUT_id10276_3	0.069375
SPK_00121556_324	TITW-KSKT_id10276_2	0.097489
SPK_00121556_355	TITW-KSUT_id10276_1	0.136994
SPK_00121556_357	TITW-KSUT_id10276_2	0.082469
SPK_00124534_008	TITW-KSKT_id10309_1	0.127640
SPK_00124534_011	TITW-KSUT_id10309_2	0.084049
SPK_00124534_033	TITW-KSUT_id10309_4	0.093291
SPK_00124534_043	TITW-KSKT_id10309_2	0.084269
SPK_00124534_065	TITW-KSUT_id10309_3	0.089941
SPK_00124534_071	TITW-KSUT_id10309_0	0.165158
SPK_00124534_106	TITW-KSKT_id10309_3	0.101318
SPK_00124534_152	TITW-KSKT_id10309_0	0.074925
SPK_00124534_174	TITW-KSUT_id10309_1	0.123084
SPK_00124534_197	TITW-KSKT_id10309_4	0.124929
SPK_00125165_008	TITW-KSKT_id10307_0	0.257504
SPK_00125165_010	TITW-KSKT_id10307_4	0.132280
SPK_00125165_023	TITW-KSKT_id10307_3	0.123121
SPK_00125165_036	TITW-KSUT_id10307_0	0.097698
SPK_00125165_036	TITW-KSUT_id10307_1	0.170328
SPK_00125165_060	TITW-KSKT_id10307_2	0.099937
SPK_00125165_102	TITW-KSUT_id10307_4	0.122076
SPK_00125165_135	TITW-KSUT_id10307_3	0.088695
SPK_00125165_250	TITW-KSKT_id10307_1	0.092144
SPK_00125165_250	TITW-KSUT_id10307_2	0.083895
SPK_00127232_193	TITW-KSKT_id10300_2	0.128007
SPK_00127232_222	TITW-KSUT_id10300_2	0.127046
SPK_00127232_253	TITW-KSUT_id10300_4	0.130143
SPK_00127232_318	TITW-KSUT_id10300_0	0.135593
SPK_00127232_320	TITW-KSKT_id10300_1	0.281139
SPK_00127232_441	TITW-KSKT_id10300_3	0.160341
