SPK_00044224_021	TITW-KSUT_id10273_2	0.129719
SPK_00044224_045	TITW-KSUT_id10273_3	0.088521
SPK_00044224_071	TITW-KSKT_id10273_0	0.090817
SPK_00044224_107	TITW-KSUT_id10273_0	0.113436
SPK_00044224_113	TITW-KSKT_id10273_2	0.122142
SPK_00044224_121	TITW-KSUT_id10273_4	0.081953
SPK_00044224_269	TITW-KSKT_id10273_1	0.071138
SPK_00044224_384	TITW-KSKT_id10273_4	0.071090
SPK_00044224_414	TITW-KSUT_id10273_1	0.088308
SPK_00044224_458	TITW-KSKT_id10273_3	0.091341
SPK_00058708_021	TITW-KSKT_id10274_0	0.094690
SPK_00058708_021	TITW-KSUT_id10274_0	0.103305
SPK_00058708_025	TITW-KSUT_id10274_4	0.109336
SPK_00058708_038	TITW-KSKT_id10274_3	0.094907
SPK_00058708_043	TITW-KSUT_id10274_2	0.096077
SPK_00058708_045	TITW-KSUT_id10274_1	0.084079
SPK_00058708_047	TITW-KSKT_id10274_1	0.088978
SPK_00058708_049	TITW-KSUT_id10274_3	0.080462
SPK_00058708_059	TITW-KSKT_id10274_2	0.075190
SPK_00058708_079	TITW-KSKT_id10274_4	0.081420
SPK_00079046_006	TITW-KSKT_id10270_0	0.073591
SPK_00079046_009	TITW-KSKT_id10270_2	0.078015
SPK_00079046_086	TITW-KSUT_id10270_4	0.167902
SPK_00079046_147	TITW-KSUT_id10270_1	0.112660
SPK_00079046_150	TITW-KSUT_id10270_3	0.107835
SPK_00079046_163	TITW-KSKT_id10270_3	0.073132
SPK_00079046_168	TITW-KSUT_id10270_2	0.137638
SPK_00079046_181	TITW-KSKT_id10270_4	0.113852
SPK_00079046_214	TITW-KSKT_id10270_1	0.115962
SPK_00079046_229	TITW-KSUT_id10270_0	0.110466
SPK_00092370_004	TITW-KSKT_id10285_3	0.070256
SPK_00092370_031	TITW-KSKT_id10285_4	0.054282
SPK_00092370_044	TITW-KSKT_id10285_2	0.071474
SPK_00092370_053	TITW-KSUT_id10285_0	0.075555
SPK_00092370_083	TITW-KSKT_id10285_0	0.064453
SPK_00092370_090	TITW-KSUT_id10285_4	0.071653
